YellowCards,RedCards,Goals,Assists,MinutesPlayed,Games,PlayerId,Season,Position,Age,YellowDiff,RedDiff,GoalsDiff,AssistsDiff,MinutesPlayedDiff,GamesDiff,IsLastSeason
1,0,0,2,81,4,348795,2016,Midfield,21,,,,,,,False
3,0,4,7,1918,40,348795,2017,Midfield,22,2,0,4,5,1837,36,False
9,0,14,6,2960,39,348795,2018,Midfield,23,6,0,10,-1,1042,-1,False
8,0,2,3,2153,37,348795,2019,Midfield,24,-1,0,-12,-3,-807,-2,False
5,0,5,1,1458,27,348795,2020,Midfield,25,-3,0,3,-2,-695,-10,False
5,0,1,2,2066,34,348795,2021,Midfield,26,0,0,-4,1,608,7,False
3,0,2,3,1216,24,348795,2022,Midfield,27,-2,0,1,1,-850,-10,False
1,0,2,2,514,12,348795,2023,Midfield,28,-2,0,0,-1,-702,-12,True
2,0,0,2,691,9,338070,2015,Defender,20,,,,,,,False
2,0,1,2,509,8,338070,2016,Defender,21,0,0,1,0,-182,-1,False
5,0,6,4,3182,37,338070,2017,Defender,22,3,0,5,2,2673,29,False
6,0,0,3,2415,28,338070,2018,Defender,23,1,0,-6,-1,-767,-9,False
9,0,0,7,3467,39,338070,2019,Defender,24,3,0,0,4,1052,11,False
1,0,0,0,137,6,338070,2020,Defender,25,-8,0,0,-7,-3330,-33,False
3,0,0,5,1567,24,338070,2021,Defender,26,2,0,0,5,1430,18,False
4,0,0,6,1199,27,338070,2022,Defender,27,1,0,0,1,-368,3,False
0,0,0,3,1221,18,338070,2023,Defender,28,-4,0,0,-3,22,-9,True
3,0,0,0,1038,20,320411,2017,Midfield,23,,,,,,,False
7,0,2,0,2191,27,320411,2018,Midfield,24,4,0,2,0,1153,7,False
9,0,3,1,2623,35,320411,2019,Midfield,25,2,0,1,1,432,8,False
0,0,0,0,90,1,320411,2021,Midfield,26,-9,0,-3,-1,-2533,-34,False
5,0,7,1,2877,37,320411,2022,Midfield,27,5,0,7,1,2787,36,False
4,1,2,4,1442,23,320411,2023,Midfield,28,-1,1,-5,3,-1435,-14,True
0,0,0,0,1,1,333241,2015,Midfield,22,,,,,,,False
6,0,11,9,2647,35,333241,2018,Midfield,23,6,0,11,9,2646,34,False
7,0,4,4,3119,44,333241,2019,Midfield,24,1,0,-7,-5,472,9,False
3,0,4,2,2069,32,333241,2020,Midfield,25,-4,0,0,-2,-1050,-12,False
8,0,5,2,2939,40,333241,2021,Midfield,26,5,0,1,0,870,8,False
12,0,6,2,2753,33,333241,2022,Midfield,27,4,0,1,0,-186,-7,False
8,0,3,4,1700,23,333241,2023,Midfield,28,-4,0,-3,2,-1053,-10,True
1,0,3,1,445,14,217115,2012,Attack,21,,,,,,,False
1,0,2,1,682,16,217115,2013,Attack,22,0,0,-1,0,237,2,False
4,0,1,2,643,18,217115,2015,Attack,23,3,0,-1,1,-39,2,False
3,0,10,3,2861,38,217115,2019,Attack,24,-1,0,9,1,2218,20,False
1,1,8,2,2669,35,217115,2020,Attack,25,-2,1,-2,-1,-192,-3,False
7,0,9,3,2565,35,217115,2021,Attack,26,6,-1,1,1,-104,0,False
4,0,1,0,1184,28,217115,2022,Attack,27,-3,0,-8,-3,-1381,-7,False
5,0,7,4,1347,23,217115,2023,Attack,28,1,0,6,4,163,-5,True
4,1,1,0,764,24,410425,2016,Midfield,21,,,,,,,False
3,0,2,1,1555,24,410425,2017,Midfield,22,-1,-1,1,1,791,0,False
7,0,1,1,2205,33,410425,2018,Midfield,23,4,0,-1,0,650,9,False
4,0,1,0,1325,23,410425,2019,Midfield,24,-3,0,0,-1,-880,-10,False
9,1,2,0,3335,39,410425,2020,Midfield,25,5,1,1,0,2010,16,False
11,0,2,2,2296,28,410425,2021,Midfield,26,2,-1,0,2,-1039,-11,False
6,0,0,0,1183,27,410425,2022,Midfield,27,-5,0,-2,-2,-1113,-1,False
7,1,0,0,1243,16,410425,2023,Midfield,28,1,1,0,0,60,-11,True
0,0,0,0,35,1,264220,2013,Defender,23,,,,,,,False
0,0,0,0,415,5,264220,2014,Defender,24,0,0,0,0,380,4,False
1,0,0,0,354,5,264220,2015,Defender,25,1,0,0,0,-61,0,False
0,0,0,0,178,2,264220,2016,Defender,26,-1,0,0,0,-176,-3,False
0,0,1,0,300,3,264220,2017,Defender,27,0,0,1,0,122,1,False
2,0,0,1,966,13,264220,2023,Defender,28,2,0,-1,1,666,10,True
0,0,0,0,25,2,388165,2016,Attack,24,,,,,,,False
2,0,10,5,2685,38,388165,2020,Attack,25,2,0,10,5,2660,36,False
0,0,7,1,1360,32,388165,2021,Attack,26,-2,0,-3,-4,-1325,-6,False
4,0,7,3,1690,39,388165,2022,Attack,27,4,0,0,2,330,7,False
3,0,4,2,1670,21,388165,2023,Attack,28,-1,0,-3,-1,-20,-18,True
0,0,0,1,630,7,286047,2020,Goalkeeper,25,,,,,,,False
1,0,0,0,3510,39,286047,2021,Goalkeeper,26,1,0,0,-1,2880,32,False
3,0,0,0,2904,32,286047,2022,Goalkeeper,27,2,0,0,0,-606,-7,False
2,0,0,0,2340,26,286047,2023,Goalkeeper,28,-1,0,0,0,-564,-6,True
0,0,0,0,57,4,236490,2016,Defender,21,,,,,,,False
1,0,1,0,180,2,236490,2017,Defender,22,1,0,1,0,123,-2,False
6,1,1,3,2265,32,236490,2018,Defender,23,5,1,0,3,2085,30,False
9,0,0,3,2348,37,236490,2019,Defender,24,3,-1,-1,0,83,5,False
3,0,2,1,2790,32,236490,2020,Defender,25,-6,0,2,-2,442,-5,False
4,0,0,0,1644,23,236490,2021,Defender,26,1,0,-2,-1,-1146,-9,False
5,0,1,1,988,21,236490,2022,Defender,27,1,0,1,1,-656,-2,False
3,0,1,1,995,14,236490,2023,Defender,28,-2,0,0,0,7,-7,True
3,0,2,7,970,14,294057,2016,Midfield,22,,,,,,,False
5,0,7,7,2894,37,294057,2018,Midfield,23,2,0,5,0,1924,23,False
4,0,6,3,2725,33,294057,2019,Midfield,24,-1,0,-1,-4,-169,-4,False
4,0,11,10,2612,41,294057,2020,Midfield,25,0,0,5,7,-113,8,False
5,0,14,11,3026,44,294057,2021,Midfield,26,1,0,3,1,414,3,False
11,0,10,9,2549,31,294057,2022,Midfield,27,6,0,-4,-2,-477,-13,False
3,0,3,7,1178,16,294057,2023,Midfield,28,-8,0,-7,-2,-1371,-15,True
1,0,2,3,641,10,340950,2014,Attack,20,,,,,,,False
6,1,12,9,2862,33,340950,2015,Attack,21,5,1,10,6,2221,23,False
4,0,9,7,1873,36,340950,2016,Attack,22,-2,-1,-3,-2,-989,3,False
11,0,10,7,2597,36,340950,2018,Attack,23,7,0,1,0,724,0,False
7,0,16,6,3060,48,340950,2019,Attack,24,-4,0,6,-1,463,12,False
2,0,13,1,1655,28,340950,2020,Attack,25,-5,0,-3,-5,-1405,-20,False
6,0,18,8,3308,51,340950,2021,Attack,26,4,0,5,7,1653,23,False
2,0,7,8,1395,28,340950,2022,Attack,27,-4,0,-11,0,-1913,-23,False
3,0,14,3,1531,27,340950,2023,Attack,28,1,0,7,-5,136,-1,True
4,0,0,3,1481,18,282429,2018,Defender,23,,,,,,,False
9,0,3,5,3055,38,282429,2019,Defender,24,5,0,3,2,1574,20,False
5,0,0,4,2538,33,282429,2020,Defender,25,-4,0,-3,-1,-517,-5,False
4,0,2,3,2027,27,282429,2021,Defender,26,-1,0,2,-1,-511,-6,False
3,0,0,0,317,12,282429,2022,Defender,27,-1,0,-2,-3,-1710,-15,False
4,0,0,1,840,15,282429,2023,Defender,28,1,0,0,1,523,3,True
10,0,1,3,1643,28,402733,2021,Defender,25,,,,,,,False
13,1,1,3,2368,43,402733,2022,Defender,26,3,1,0,0,725,15,False
5,0,0,3,864,15,402733,2023,Defender,27,-8,-1,-1,0,-1504,-28,True
4,0,12,5,2577,44,480692,2019,Attack,23,,,,,,,False
2,0,10,6,2188,41,480692,2020,Attack,24,-2,0,-2,1,-389,-3,False
3,0,22,10,3671,50,480692,2021,Attack,25,1,0,12,4,1483,9,False
2,0,5,3,1357,21,480692,2022,Attack,26,-1,0,-17,-7,-2314,-29,False
2,0,9,4,2052,32,480692,2023,Attack,27,0,0,4,1,695,11,True
1,0,0,1,447,7,249089,2016,Midfield,21,,,,,,,False
5,0,0,2,2239,29,249089,2017,Midfield,22,4,0,0,1,1792,22,False
2,0,0,0,722,13,249089,2018,Midfield,23,-3,0,0,-2,-1517,-16,False
5,0,0,0,1435,28,249089,2019,Midfield,24,3,0,0,0,713,15,False
1,0,0,0,180,2,249089,2021,Midfield,25,-4,0,0,0,-1255,-26,False
4,0,0,2,1805,29,249089,2022,Midfield,26,3,0,0,2,1625,27,False
4,1,0,1,1740,22,249089,2023,Midfield,27,0,1,0,-1,-65,-7,True
0,0,3,2,1735,27,392591,2023,Attack,27,,,,,,,True
4,0,5,5,2938,40,378710,2017,Attack,21,,,,,,,False
5,1,14,2,2779,37,378710,2018,Attack,22,1,1,9,-3,-159,-3,False
8,0,13,3,3170,37,378710,2019,Attack,23,3,-1,-1,1,391,0,False
5,1,10,3,3158,37,378710,2020,Attack,24,-3,1,-3,0,-12,0,False
8,0,11,5,2782,34,378710,2021,Attack,25,3,-1,1,2,-376,-3,False
3,0,3,4,1436,34,378710,2022,Attack,26,-5,0,-8,-1,-1346,0,False
3,0,11,3,1525,24,378710,2023,Attack,27,0,0,8,-1,89,-10,True
3,0,3,1,2034,25,469781,2019,Defender,23,,,,,,,False
8,0,3,3,3492,39,469781,2020,Defender,24,5,0,0,2,1458,14,False
4,0,2,3,3278,40,469781,2021,Defender,25,-4,0,-1,0,-214,1,False
7,0,2,0,2540,32,469781,2022,Defender,26,3,0,0,-3,-738,-8,False
7,0,3,2,1837,24,469781,2023,Defender,27,0,0,1,2,-703,-8,True
1,0,3,1,353,18,251106,2013,Attack,17,,,,,,,False
2,0,1,0,298,21,251106,2014,Attack,18,1,0,-2,-1,-55,3,False
1,0,1,0,378,12,251106,2015,Attack,19,-1,0,0,0,80,-9,False
2,0,19,4,2806,33,251106,2016,Attack,20,1,0,18,4,2428,21,False
1,0,6,4,2250,38,251106,2017,Attack,21,-1,0,-13,0,-556,5,False
6,0,5,3,1915,29,251106,2018,Attack,22,5,0,-1,-1,-335,-9,False
4,0,8,2,2503,37,251106,2019,Attack,23,-2,0,3,-1,588,8,False
4,0,5,2,1343,29,251106,2020,Attack,24,0,0,-3,0,-1160,-8,False
8,0,16,1,2813,37,251106,2021,Attack,25,4,0,11,-1,1470,8,False
6,0,15,5,3223,38,251106,2022,Attack,26,-2,0,-1,4,410,1,False
0,0,0,2,218,6,251106,2023,Attack,27,-6,0,-15,-3,-3005,-32,True
2,0,6,4,1347,24,504849,2021,Attack,25,,,,,,,False
1,0,9,8,2757,38,504849,2022,Attack,26,-1,0,3,4,1410,14,False
6,0,3,6,1991,25,504849,2023,Attack,27,5,0,-6,-2,-766,-13,True
3,0,0,1,618,7,256178,2015,Defender,19,,,,,,,False
1,0,0,0,270,3,256178,2016,Defender,20,-2,0,0,-1,-348,-4,False
5,0,0,2,2374,30,256178,2017,Defender,21,4,0,0,2,2104,27,False
3,0,0,0,1585,25,256178,2018,Defender,22,-2,0,0,-2,-789,-5,False
10,0,0,0,3110,41,256178,2019,Defender,23,7,0,0,0,1525,16,False
0,0,0,1,950,11,256178,2020,Defender,24,-10,0,0,1,-2160,-30,False
3,0,0,1,935,19,256178,2021,Defender,25,3,0,0,0,-15,8,False
5,0,0,1,1945,29,256178,2022,Defender,26,2,0,0,0,1010,10,False
3,0,0,3,2045,32,256178,2023,Defender,27,-2,0,0,2,100,3,True
0,0,0,0,18,1,303657,2015,Goalkeeper,21,,,,,,,False
0,0,0,0,2970,33,303657,2018,Goalkeeper,22,0,0,0,0,2952,32,False
1,0,0,1,1740,19,303657,2019,Goalkeeper,23,1,0,0,1,-1230,-14,False
0,0,0,0,135,2,303657,2020,Goalkeeper,24,-1,0,0,-1,-1605,-17,False
0,0,0,0,210,2,303657,2021,Goalkeeper,25,0,0,0,0,75,0,False
0,0,0,0,2430,27,303657,2022,Goalkeeper,26,0,0,0,0,2220,25,False
0,0,0,0,450,5,303657,2023,Goalkeeper,27,0,0,0,0,-1980,-22,True
5,0,0,0,947,27,354362,2017,Midfield,21,,,,,,,False
10,0,2,3,2724,40,354362,2018,Midfield,22,5,0,2,3,1777,13,False
13,0,1,8,3095,43,354362,2019,Midfield,23,3,0,-1,5,371,3,False
11,0,0,4,3186,45,354362,2020,Midfield,24,-2,0,-1,-4,91,2,False
8,0,0,7,3009,45,354362,2021,Midfield,25,-3,0,0,3,-177,0,False
10,0,6,2,2083,25,354362,2022,Midfield,26,2,0,6,-5,-926,-20,False
2,0,1,0,564,11,354362,2023,Midfield,27,-8,0,-5,-2,-1519,-14,True
2,0,3,0,2928,36,339556,2021,Defender,25,,,,,,,False
4,0,0,2,3256,38,339556,2022,Defender,26,2,0,-3,2,328,2,False
1,0,0,1,402,5,339556,2023,Defender,27,-3,0,0,-1,-2854,-33,True
2,0,2,0,1000,19,295313,2016,Attack,20,,,,,,,False
3,1,7,5,2184,27,295313,2017,Attack,21,1,1,5,5,1184,8,False
2,0,8,2,1553,29,295313,2018,Attack,22,-1,-1,1,-3,-631,2,False
1,0,1,0,476,12,295313,2019,Attack,23,-1,0,-7,-2,-1077,-17,False
0,0,5,4,1456,22,295313,2020,Attack,24,-1,0,4,4,980,10,False
1,0,19,5,2734,40,295313,2021,Attack,25,1,0,14,1,1278,18,False
2,0,10,1,1411,27,295313,2022,Attack,26,1,0,-9,-4,-1323,-13,False
1,0,5,2,933,15,295313,2023,Attack,27,-1,0,-5,1,-478,-12,True
0,0,0,0,17,1,258889,2014,Attack,20,,,,,,,False
0,0,7,1,1901,26,258889,2015,Attack,21,0,0,7,1,1884,25,False
2,0,1,1,637,26,258889,2017,Attack,22,2,0,-6,0,-1264,0,False
0,0,0,1,341,10,258889,2018,Attack,23,-2,0,-1,0,-296,-16,False
1,0,4,1,1823,34,258889,2019,Attack,24,1,0,4,0,1482,24,False
0,0,0,0,90,1,258889,2021,Attack,25,-1,0,-4,-1,-1733,-33,False
2,0,7,7,2963,34,258889,2022,Attack,26,2,0,7,7,2873,33,False
4,0,15,3,2271,27,258889,2023,Attack,27,2,0,8,-4,-692,-7,True
1,0,3,0,1434,17,346707,2016,Midfield,21,,,,,,,False
3,0,2,1,977,12,346707,2018,Midfield,22,2,0,-1,1,-457,-5,False
2,1,2,2,1940,29,346707,2019,Midfield,23,-1,1,0,1,963,17,False
2,0,0,1,1528,23,346707,2020,Midfield,24,0,-1,-2,-1,-412,-6,False
2,0,1,1,1856,29,346707,2021,Midfield,25,0,0,1,0,328,6,False
2,0,1,4,2576,34,346707,2022,Midfield,26,0,0,0,3,720,5,False
5,0,6,2,2249,30,346707,2023,Midfield,27,3,0,5,-2,-327,-4,True
1,0,0,1,850,13,480987,2018,Defender,23,,,,,,,False
1,0,1,0,1001,13,480987,2019,Defender,24,0,0,1,-1,151,0,False
0,0,0,0,180,2,480987,2021,Defender,25,-1,0,-1,0,-821,-11,False
7,0,0,0,2198,26,480987,2022,Defender,26,7,0,0,0,2018,24,False
1,0,0,0,490,9,480987,2023,Defender,27,-6,0,0,0,-1708,-17,True
1,0,0,0,565,7,520624,2019,Midfield,23,,,,,,,False
6,0,3,1,1759,33,520624,2020,Midfield,24,5,0,3,1,1194,26,False
6,0,5,7,3113,46,520624,2021,Midfield,25,0,0,2,6,1354,13,False
7,0,5,5,2764,33,520624,2022,Midfield,26,1,0,0,-2,-349,-13,False
14,0,3,6,2916,34,520624,2023,Midfield,27,7,0,-2,1,152,1,True
0,0,1,0,360,4,425902,2021,Midfield,25,,,,,,,False
5,0,1,2,1864,27,425902,2022,Midfield,26,5,0,0,2,1504,23,False
6,0,0,2,1476,25,425902,2023,Midfield,27,1,0,-1,0,-388,-2,True
1,0,0,0,262,5,375885,2016,Midfield,20,,,,,,,False
6,0,1,2,1590,20,375885,2017,Midfield,21,5,0,1,2,1328,15,False
7,0,1,2,2466,28,375885,2018,Midfield,22,1,0,0,0,876,8,False
8,0,0,1,2177,25,375885,2019,Midfield,23,1,0,-1,-1,-289,-3,False
11,0,1,2,3052,39,375885,2020,Midfield,24,3,0,1,1,875,14,False
8,0,4,4,3719,44,375885,2021,Midfield,25,-3,0,3,2,667,5,False
7,0,8,3,3765,45,375885,2022,Midfield,26,-1,0,4,-1,46,1,False
5,0,2,1,1457,18,375885,2023,Midfield,27,-2,0,-6,-2,-2308,-27,True
0,0,0,0,14,1,398065,2016,Attack,20,,,,,,,False
0,0,0,0,130,5,398065,2017,Attack,21,0,0,0,0,116,4,False
0,0,1,2,1009,16,398065,2018,Attack,22,0,0,1,2,879,11,False
0,0,7,8,2280,39,398065,2019,Attack,23,0,0,6,6,1271,23,False
1,0,13,4,2607,35,398065,2020,Attack,24,1,0,6,-4,327,-4,False
2,0,8,13,2942,43,398065,2021,Attack,25,1,0,-5,9,335,8,False
3,0,13,2,2898,36,398065,2022,Attack,26,1,0,5,-11,-44,-7,False
1,0,1,1,243,9,398065,2023,Attack,27,-2,0,-12,-1,-2655,-27,True
0,0,0,0,196,3,407021,2016,Defender,24,,,,,,,False
0,0,0,0,243,4,407021,2017,Defender,25,0,0,0,0,47,1,False
5,0,4,0,1298,16,407021,2018,Defender,26,5,0,4,0,1055,12,False
1,0,1,0,579,10,407021,2023,Defender,27,-4,0,-3,0,-719,-6,True
4,0,3,1,541,9,421637,2017,Midfield,20,,,,,,,False
5,0,2,2,1141,22,421637,2018,Midfield,21,1,0,-1,1,600,13,False
9,0,3,0,2152,27,421637,2019,Midfield,22,4,0,1,-2,1011,5,False
10,0,2,3,2546,31,421637,2020,Midfield,23,1,0,-1,3,394,4,False
5,0,0,0,1179,22,421637,2021,Midfield,24,-5,0,-2,-3,-1367,-9,False
0,0,0,2,843,21,421637,2022,Midfield,25,-5,0,0,2,-336,-1,False
5,0,0,1,874,18,421637,2023,Midfield,26,5,0,0,-1,31,-3,True
1,0,9,0,1410,28,319900,2023,Attack,26,,,,,,,True
1,0,0,0,180,2,349599,2016,Defender,21,,,,,,,False
9,0,1,7,3278,39,349599,2019,Defender,22,8,0,1,7,3098,37,False
1,0,0,2,1698,33,349599,2020,Defender,23,-8,0,-1,-5,-1580,-6,False
5,0,0,2,2387,43,349599,2021,Defender,24,4,0,0,0,689,10,False
4,0,1,8,3029,39,349599,2022,Defender,25,-1,0,1,6,642,-4,False
5,0,3,3,1219,17,349599,2023,Defender,26,1,0,2,-5,-1810,-22,True
10,0,1,1,2147,29,380350,2019,Defender,22,,,,,,,False
6,0,0,0,1426,24,380350,2020,Defender,23,-4,0,-1,-1,-721,-5,False
4,0,0,1,2629,35,380350,2021,Defender,24,-2,0,0,1,1203,11,False
13,0,0,0,2393,31,380350,2022,Defender,25,9,0,0,-1,-236,-4,False
5,0,0,0,1349,19,380350,2023,Defender,26,-8,0,0,0,-1044,-12,True
2,0,1,1,1042,25,533916,2021,Midfield,24,,,,,,,False
3,0,0,1,603,23,533916,2022,Midfield,25,1,0,-1,0,-439,-2,False
0,0,1,0,289,11,533916,2023,Midfield,26,-3,0,1,-1,-314,-12,True
4,0,3,0,1131,21,469958,2023,Attack,26,,,,,,,True
2,0,0,0,1560,18,328658,2016,Defender,19,,,,,,,False
3,0,0,0,2371,28,328658,2017,Defender,20,1,0,0,0,811,10,False
5,1,1,1,2820,37,328658,2018,Defender,21,2,1,1,1,449,9,False
7,0,4,2,4038,46,328658,2019,Defender,22,2,-1,3,1,1218,9,False
1,0,1,2,3543,41,328658,2020,Defender,23,-6,0,-3,0,-495,-5,False
5,0,1,2,2139,26,328658,2021,Defender,24,4,0,0,0,-1404,-15,False
0,0,0,0,846,10,328658,2022,Defender,25,-5,0,-1,-2,-1293,-16,False
4,0,0,1,916,18,328658,2023,Defender,26,4,0,0,1,70,8,True
12,1,2,1,2339,27,355915,2018,Defender,21,,,,,,,False
16,0,1,2,2880,33,355915,2019,Defender,22,4,-1,-1,1,541,6,False
15,0,3,5,3533,42,355915,2020,Defender,23,-1,0,2,3,653,9,False
10,0,1,0,2223,26,355915,2021,Defender,24,-5,0,-2,-5,-1310,-16,False
15,0,0,1,2965,34,355915,2022,Defender,25,5,0,-1,1,742,8,False
4,1,3,0,1622,20,355915,2023,Defender,26,-11,1,3,-1,-1343,-14,True
3,0,4,1,2531,34,270171,2021,Midfield,24,,,,,,,False
3,0,3,1,2231,36,270171,2022,Midfield,25,0,0,-1,0,-300,2,False
4,0,0,3,2271,27,270171,2023,Midfield,26,1,0,-3,2,40,-9,True
1,0,0,1,696,16,497291,2019,Midfield,22,,,,,,,False
9,0,1,0,1428,30,497291,2020,Midfield,23,8,0,1,-1,732,14,False
8,0,1,3,2103,29,497291,2021,Midfield,24,-1,0,0,3,675,-1,False
10,0,3,2,2485,34,497291,2022,Midfield,25,2,0,2,-1,382,5,False
3,0,3,1,1494,21,497291,2023,Midfield,26,-7,0,0,-1,-991,-13,True
1,0,0,0,90,1,555076,2018,Midfield,22,,,,,,,False
0,0,6,5,2902,36,555076,2020,Midfield,23,-1,0,6,5,2812,35,False
1,0,10,5,2943,39,555076,2021,Midfield,24,1,0,4,0,41,3,False
0,0,5,4,1546,26,555076,2022,Midfield,25,-1,0,-5,-1,-1397,-13,False
2,0,5,1,1459,19,555076,2023,Midfield,26,2,0,0,-3,-87,-7,True
1,0,2,0,1317,15,364409,2023,Defender,26,,,,,,,True
2,0,0,0,638,8,480116,2019,Defender,24,,,,,,,False
3,0,0,2,2086,24,480116,2022,Defender,25,1,0,0,2,1448,16,False
1,0,1,0,1013,15,480116,2023,Defender,26,-2,0,1,-2,-1073,-9,True
0,0,0,0,345,9,314353,2016,Defender,19,,,,,,,False
6,0,3,2,2654,33,314353,2017,Defender,20,6,0,3,2,2309,24,False
3,0,1,16,3388,40,314353,2018,Defender,21,-3,0,-2,14,734,7,False
7,0,4,15,3991,49,314353,2019,Defender,22,4,0,3,-1,603,9,False
4,0,2,9,3835,45,314353,2020,Defender,23,-3,0,-2,-6,-156,-4,False
4,0,2,17,3949,44,314353,2021,Defender,24,0,0,0,8,114,-1,False
7,0,4,10,3776,47,314353,2022,Defender,25,3,0,2,-7,-173,3,False
6,0,2,10,2009,29,314353,2023,Defender,26,-1,0,-2,0,-1767,-18,True
0,1,0,0,340,12,340321,2021,Midfield,24,,,,,,,False
1,0,4,2,1452,37,340321,2022,Midfield,25,1,-1,4,2,1112,25,False
0,0,0,1,148,5,340321,2023,Midfield,26,-1,0,-4,-1,-1304,-32,True
0,0,0,0,90,1,340918,2019,Goalkeeper,22,,,,,,,False
1,0,0,0,450,5,340918,2020,Goalkeeper,23,1,0,0,0,360,4,False
1,0,0,0,540,6,340918,2021,Goalkeeper,24,0,0,0,0,90,1,False
0,0,0,0,180,2,340918,2022,Goalkeeper,25,-1,0,0,0,-360,-4,False
1,0,0,0,1170,13,340918,2023,Goalkeeper,26,1,0,0,0,990,11,True
0,0,0,0,352,9,534033,2019,Midfield,22,,,,,,,False
1,0,1,2,1250,24,534033,2020,Midfield,23,1,0,1,2,898,15,False
4,0,5,2,2207,34,534033,2021,Midfield,24,3,0,4,0,957,10,False
8,0,12,3,3309,40,534033,2022,Midfield,25,4,0,7,1,1102,6,False
5,1,1,2,1878,26,534033,2023,Midfield,26,-3,1,-11,-1,-1431,-14,True
1,0,0,0,318,7,476344,2018,Defender,20,,,,,,,False
11,0,3,6,2960,34,476344,2019,Defender,21,10,0,3,6,2642,27,False
9,1,2,4,3181,38,476344,2020,Defender,22,-2,1,-1,-2,221,4,False
5,0,1,1,2508,37,476344,2021,Defender,23,-4,-1,-1,-3,-673,-1,False
3,1,2,1,2389,36,476344,2022,Defender,24,-2,1,1,0,-119,-1,False
3,0,1,0,958,18,476344,2023,Defender,25,0,-1,-1,-1,-1431,-18,True
1,0,5,4,1749,23,399434,2022,Attack,24,,,,,,,False
1,0,3,4,1639,24,399434,2023,Attack,25,0,0,-2,0,-110,1,True
0,0,0,1,1481,23,384461,2020,Midfield,23,,,,,,,False
2,0,1,4,1826,30,384461,2021,Midfield,24,2,0,1,3,345,7,False
1,0,0,0,140,7,384461,2023,Midfield,25,-1,0,-1,-4,-1686,-23,True
3,0,2,5,961,20,330659,2016,Attack,18,,,,,,,False
3,0,11,5,2719,36,330659,2017,Attack,19,0,0,9,0,1758,16,False
3,0,2,8,1747,35,330659,2018,Attack,20,0,0,-9,3,-972,-1,False
8,0,7,2,2131,31,330659,2019,Attack,21,5,0,5,-6,384,-4,False
