YellowCards,RedCards,Goals,Assists,MinutesPlayed,Games,PlayerId,Season,Position,Age,YellowDiff,RedDiff,GoalsDiff,AssistsDiff,MinutesPlayedDiff,GamesDiff,IsLastSeason
4,0,4,1,1032,29,330659,2020,Attack,22,-4,0,-3,-1,-1099,-2,False
6,1,4,5,1878,27,330659,2021,Attack,23,2,1,0,4,846,-2,False
5,0,8,2,1676,29,330659,2022,Attack,24,-1,-1,4,-3,-202,2,False
3,0,5,1,1089,21,330659,2023,Attack,25,-2,0,-3,-1,-587,-8,True
0,0,0,0,1,1,434675,2017,Attack,19,,,,,,,False
0,0,2,6,541,19,434675,2018,Attack,20,0,0,2,6,540,18,False
6,0,8,9,2295,39,434675,2019,Attack,21,6,0,6,3,1754,20,False
2,0,11,3,2146,29,434675,2020,Attack,22,-4,0,3,-6,-149,-10,False
2,0,18,14,2993,42,434675,2021,Attack,23,0,0,7,11,847,13,False
1,0,20,20,3819,50,434675,2022,Attack,24,-1,0,2,6,826,8,False
1,0,9,4,1718,33,434675,2023,Attack,25,0,0,-11,-16,-2101,-17,True
0,0,0,0,270,3,357658,2019,Goalkeeper,22,,,,,,,False
0,0,0,0,180,2,357658,2021,Goalkeeper,23,0,0,0,0,-90,-1,False
0,0,0,0,1125,13,357658,2022,Goalkeeper,24,0,0,0,0,945,11,False
1,0,0,0,270,3,357658,2023,Goalkeeper,25,1,0,0,0,-855,-10,True
2,0,0,0,1540,20,357119,2017,Defender,19,,,,,,,False
9,0,3,1,3667,43,357119,2018,Defender,20,7,0,3,1,2127,23,False
3,0,0,0,771,11,357119,2019,Defender,21,-6,0,-3,-1,-2896,-32,False
4,0,1,0,1289,21,357119,2020,Defender,22,1,0,1,0,518,10,False
3,0,3,1,2280,25,357119,2021,Defender,23,-1,0,2,1,991,4,False
7,0,0,0,2080,24,357119,2022,Defender,24,4,0,-3,-1,-200,-1,False
6,0,0,1,1785,27,357119,2023,Defender,25,-1,0,0,1,-295,3,True
0,0,0,0,93,6,512385,2018,Attack,20,,,,,,,False
5,0,7,8,2446,32,512385,2019,Attack,21,5,0,7,8,2353,26,False
3,0,4,7,1383,23,512385,2020,Attack,22,-2,0,-3,-1,-1063,-9,False
2,0,18,11,3077,38,512385,2021,Attack,23,-1,0,14,4,1694,15,False
3,0,6,0,956,21,512385,2022,Attack,24,1,0,-12,-11,-2121,-17,False
0,0,3,3,792,20,512385,2023,Attack,25,-3,0,-3,3,-164,-1,True
2,0,11,12,2554,40,546543,2020,Attack,22,,,,,,,False
7,0,34,5,2762,41,546543,2021,Attack,23,5,0,23,-7,208,1,False
3,1,15,3,2251,40,546543,2022,Attack,24,-4,1,-19,-2,-511,-1,False
10,0,12,11,2102,36,546543,2023,Attack,25,7,-1,-3,8,-149,-4,True
0,0,1,0,56,2,391005,2016,Defender,20,,,,,,,False
0,0,0,0,110,2,391005,2017,Defender,21,0,0,-1,0,54,0,False
1,0,0,4,570,9,391005,2018,Defender,22,1,0,0,4,460,7,False
2,0,1,1,1479,25,391005,2021,Defender,23,1,0,1,-3,909,16,False
0,0,0,0,1192,21,391005,2022,Defender,24,-2,0,-1,-1,-287,-4,False
1,0,0,2,1385,23,391005,2023,Defender,25,1,0,0,2,193,2,True
1,0,1,0,322,9,396638,2018,Attack,20,,,,,,,False
0,0,4,2,844,21,396638,2019,Attack,21,-1,0,3,2,522,12,False
2,0,11,1,2040,35,396638,2020,Attack,22,2,0,7,-1,1196,14,False
1,0,4,2,1379,24,396638,2021,Attack,23,-1,0,-7,1,-661,-11,False
0,0,5,0,898,25,396638,2022,Attack,24,-1,0,1,-2,-481,1,False
1,0,0,2,303,7,396638,2023,Attack,25,1,0,-5,2,-595,-18,True
0,0,0,0,60,4,413039,2017,Attack,22,,,,,,,False
4,0,7,7,2953,37,413039,2021,Attack,23,4,0,7,7,2893,33,False
5,0,9,8,2928,38,413039,2022,Attack,24,1,0,2,1,-25,1,False
1,0,7,4,1406,17,413039,2023,Attack,25,-4,0,-2,-4,-1522,-21,True
0,0,0,0,420,8,340329,2017,Midfield,19,,,,,,,False
0,0,3,0,346,6,340329,2018,Midfield,20,0,0,3,0,-74,-2,False
3,0,3,1,1677,42,340329,2019,Midfield,21,3,0,0,1,1331,36,False
2,0,11,3,1632,28,340329,2020,Midfield,22,-1,0,8,2,-45,-14,False
0,0,2,0,2296,34,340329,2021,Midfield,23,-2,0,-9,-3,664,6,False
1,0,3,6,2608,36,340329,2022,Midfield,24,1,0,1,6,312,2,False
1,0,1,0,301,6,340329,2023,Midfield,25,0,0,-2,-6,-2307,-30,True
0,0,0,0,10,1,553875,2017,Defender,19,,,,,,,False
3,0,0,2,1790,27,553875,2018,Defender,20,3,0,0,2,1780,26,False
2,0,0,0,926,15,553875,2019,Defender,21,-1,0,0,-2,-864,-12,False
7,0,4,2,2884,35,553875,2020,Defender,22,5,0,4,2,1958,20,False
8,0,5,5,2201,31,553875,2021,Defender,23,1,0,1,3,-683,-4,False
7,1,6,14,3146,42,553875,2022,Defender,24,-1,1,1,9,945,11,False
4,0,1,8,2248,25,553875,2023,Defender,25,-3,-1,-5,-6,-898,-17,True
1,0,0,0,204,4,349066,2016,Attack,18,,,,,,,False
1,0,1,1,277,12,349066,2017,Attack,19,0,0,1,1,73,8,False
0,0,15,7,1579,18,349066,2018,Attack,20,-1,0,14,6,1302,6,False
4,0,16,3,2064,45,349066,2019,Attack,21,4,0,1,-4,485,27,False
4,0,17,2,2981,44,349066,2020,Attack,22,0,0,1,-1,917,-1,False
7,0,10,3,2773,42,349066,2021,Attack,23,3,0,-7,1,-208,-2,False
3,0,11,2,1725,25,349066,2022,Attack,24,-4,0,1,-1,-1048,-17,False
0,0,14,0,1741,25,349066,2023,Attack,25,-3,0,3,-2,16,0,True
0,0,0,0,334,5,381967,2017,Midfield,19,,,,,,,False
2,0,0,0,467,8,381967,2018,Midfield,20,2,0,0,0,133,3,False
4,0,0,3,1994,23,381967,2019,Midfield,21,2,0,0,3,1527,15,False
2,0,3,2,2385,27,381967,2020,Midfield,22,-2,0,3,-1,391,4,False
5,0,0,0,1302,21,381967,2021,Midfield,23,3,0,-3,-2,-1083,-6,False
2,0,0,0,1317,23,381967,2022,Midfield,24,-3,0,0,0,15,2,False
2,0,0,2,877,12,381967,2023,Midfield,25,0,0,0,2,-440,-11,True
1,0,0,0,75,4,344830,2018,Midfield,22,,,,,,,False
0,0,0,2,407,11,344830,2019,Midfield,23,-1,0,0,2,332,7,False
2,0,1,6,895,22,344830,2020,Midfield,24,2,0,1,4,488,11,False
4,0,2,0,1041,22,344830,2023,Midfield,25,2,0,1,-6,146,0,True
2,0,2,6,2044,27,608175,2023,Midfield,25,,,,,,,True
7,0,0,2,3488,39,471690,2019,Defender,22,,,,,,,False
8,0,0,2,2901,35,471690,2021,Defender,23,1,0,0,0,-587,-4,False
2,0,0,1,1272,17,471690,2023,Defender,24,-6,0,0,-1,-1629,-18,True
0,0,1,0,110,2,583255,2021,Attack,22,,,,,,,False
1,0,2,0,461,13,583255,2022,Attack,23,1,0,1,0,351,11,False
4,0,3,2,1113,21,583255,2023,Attack,24,3,0,1,2,652,8,True
1,0,2,4,2707,30,361093,2019,Defender,20,,,,,,,False
5,0,0,1,3974,45,361093,2020,Defender,21,4,0,-2,-3,1267,15,False
6,0,3,1,2982,35,361093,2021,Defender,22,1,0,3,0,-992,-10,False
2,0,0,0,3219,37,361093,2022,Defender,23,-4,0,-3,-1,237,2,False
2,0,2,2,1350,17,361093,2023,Defender,24,0,0,2,2,-1869,-20,True
2,0,1,4,1286,15,535955,2019,Defender,20,,,,,,,False
3,0,0,1,999,21,535955,2020,Defender,21,1,0,-1,-3,-287,6,False
2,0,1,1,1206,23,535955,2021,Defender,22,-1,0,1,0,207,2,False
7,1,6,0,2890,37,535955,2022,Defender,23,5,1,5,-1,1684,14,False
3,0,0,0,605,10,535955,2023,Defender,24,-4,-1,-6,0,-2285,-27,True
2,0,0,1,839,29,429014,2018,Midfield,19,,,,,,,False
1,0,1,0,605,15,429014,2019,Midfield,20,-1,0,1,-1,-234,-14,False
3,0,1,0,494,13,429014,2020,Midfield,21,2,0,0,0,-111,-2,False
1,0,0,0,108,4,429014,2021,Midfield,22,-2,0,-1,0,-386,-9,False
6,0,5,8,3159,37,429014,2022,Midfield,23,5,0,5,8,3051,33,False
5,0,3,4,2231,27,429014,2023,Midfield,24,-1,0,-2,-4,-928,-10,True
0,0,0,0,102,3,431755,2018,Attack,19,,,,,,,False
3,0,10,9,3065,39,431755,2019,Attack,20,3,0,10,9,2963,36,False
8,0,7,7,2739,47,431755,2020,Attack,21,5,0,-3,-2,-326,8,False
6,0,7,11,2398,48,431755,2021,Attack,22,-2,0,0,4,-341,1,False
2,0,2,8,2386,36,431755,2022,Attack,23,-4,0,-5,-3,-12,-12,False
6,0,5,2,2052,25,431755,2023,Attack,24,4,0,3,-6,-334,-11,True
9,0,1,7,3109,36,397033,2019,Midfield,20,,,,,,,False
3,1,0,0,2025,37,397033,2020,Midfield,21,-6,1,-1,-7,-1084,1,False
11,0,5,3,3150,45,397033,2021,Midfield,22,8,-1,5,3,1125,8,False
11,0,2,10,3982,48,397033,2022,Midfield,23,0,0,-3,7,832,3,False
3,0,1,0,692,12,397033,2023,Midfield,24,-8,0,-1,-10,-3290,-36,True
1,0,2,6,2310,36,392775,2018,Midfield,19,,,,,,,False
1,0,1,1,773,12,392775,2019,Midfield,20,0,0,-1,-5,-1537,-24,False
4,0,2,3,1939,29,392775,2020,Midfield,21,3,0,1,2,1166,17,False
2,0,0,2,1455,20,392775,2021,Midfield,22,-2,0,-2,-1,-484,-9,False
5,0,2,1,1113,22,392775,2022,Midfield,23,3,0,2,-1,-342,2,False
0,0,0,0,7,1,392775,2023,Midfield,24,-5,0,-2,-1,-1106,-21,True
6,0,1,1,2470,31,576314,2020,Defender,21,,,,,,,False
2,0,0,0,180,2,576314,2021,Defender,22,-4,0,-1,-1,-2290,-29,False
2,0,0,0,485,12,576314,2022,Defender,23,0,0,0,0,305,10,False
6,0,0,2,2273,27,576314,2023,Defender,24,4,0,0,2,1788,15,True
1,0,1,4,718,9,540941,2017,Attack,18,,,,,,,False
2,0,0,8,2389,29,540941,2018,Attack,19,1,0,-1,4,1671,20,False
3,0,9,5,2100,26,540941,2019,Attack,20,1,0,9,-3,-289,-3,False
3,0,2,4,1809,37,540941,2020,Attack,21,0,0,-7,-1,-291,11,False
1,0,0,1,768,14,540941,2021,Attack,22,-2,0,-2,-3,-1041,-23,False
4,0,0,0,1059,27,540941,2022,Attack,23,3,0,0,-1,291,13,False
1,0,0,0,475,12,540941,2023,Attack,24,-3,0,0,0,-584,-15,True
0,0,0,2,396,10,406638,2018,Midfield,19,,,,,,,False
2,0,0,0,223,10,406638,2019,Midfield,20,2,0,0,-2,-173,0,False
0,0,0,0,29,2,406638,2020,Midfield,21,-2,0,0,0,-194,-8,False
6,0,0,0,1429,20,406638,2021,Midfield,22,6,0,0,0,1400,18,False
8,0,1,0,1830,30,406638,2022,Midfield,23,2,0,1,0,401,10,False
3,0,0,0,738,20,406638,2023,Midfield,24,-5,0,-1,0,-1092,-10,True
2,0,0,1,636,11,504148,2019,Defender,20,,,,,,,False
4,0,1,3,890,11,504148,2020,Defender,21,2,0,1,2,254,0,False
4,0,1,2,1886,34,504148,2021,Defender,22,0,0,0,-1,996,23,False
1,0,0,1,711,23,504148,2022,Defender,23,-3,0,-1,-1,-1175,-11,False
2,0,0,4,646,13,504148,2023,Defender,24,1,0,0,3,-65,-10,True
2,0,4,0,684,8,451276,2020,Midfield,21,,,,,,,False
2,0,10,9,2127,45,451276,2021,Midfield,22,0,0,6,9,1443,37,False
6,1,10,13,3710,46,451276,2022,Midfield,23,4,1,0,4,1583,1,False
1,0,5,4,1945,28,451276,2023,Midfield,24,-5,-1,-5,-9,-1765,-18,True
0,0,0,0,81,4,392768,2017,Attack,18,,,,,,,False
0,0,5,5,1047,22,392768,2018,Attack,19,0,0,5,5,966,18,False
1,0,2,6,1292,31,392768,2019,Attack,20,1,0,-3,1,245,9,False
0,0,5,5,1673,35,392768,2020,Attack,21,-1,0,3,-1,381,4,False
2,0,3,6,1606,25,392768,2021,Attack,22,2,0,-2,1,-67,-10,False
0,0,1,1,1074,21,392768,2022,Attack,23,-2,0,-2,-5,-532,-4,False
0,0,3,3,1102,19,392768,2023,Attack,24,0,0,2,2,28,-2,True
0,0,0,0,70,1,433188,2018,Midfield,18,,,,,,,False
0,0,3,0,462,10,433188,2019,Midfield,19,0,0,3,0,392,9,False
4,0,2,5,1741,32,433188,2020,Midfield,20,4,0,-1,5,1279,22,False
0,0,1,4,1237,23,433188,2021,Midfield,21,-4,0,-1,-1,-504,-9,False
2,0,3,1,1175,23,433188,2022,Midfield,22,2,0,2,-3,-62,0,False
1,1,5,3,1654,27,433188,2023,Midfield,23,-1,1,2,2,479,4,True
0,0,0,0,1172,17,503679,2020,Defender,22,,,,,,,False
0,0,0,0,6,1,503679,2021,Defender,23,0,0,0,0,-1166,-16,True
0,0,1,1,157,11,537382,2018,Attack,18,,,,,,,False
4,0,2,1,810,19,537382,2019,Attack,19,4,0,1,0,653,8,False
6,0,4,4,2303,30,537382,2020,Attack,20,2,0,2,3,1493,11,False
5,0,0,2,1370,29,537382,2021,Attack,21,-1,0,-4,-2,-933,-1,False
7,0,2,4,1641,34,537382,2022,Attack,22,2,0,2,2,271,5,False
1,0,0,0,221,11,537382,2023,Attack,23,-6,0,-2,-4,-1420,-23,True
0,0,1,0,162,2,644401,2021,Attack,21,,,,,,,False
0,0,0,1,385,11,644401,2022,Attack,22,0,0,-1,1,223,9,False
1,0,2,0,1074,21,644401,2023,Attack,23,1,0,2,-1,689,10,True
0,0,0,0,2,1,503733,2017,Attack,18,,,,,,,False
0,0,0,1,440,11,503733,2019,Attack,19,0,0,0,1,438,10,False
0,0,0,1,163,5,503733,2020,Attack,20,0,0,0,0,-277,-6,False
7,0,4,3,2653,40,503733,2021,Attack,21,7,0,4,2,2490,35,False
7,0,4,0,1587,33,503733,2022,Attack,22,0,0,0,-3,-1066,-7,False
10,0,7,7,2674,34,503733,2023,Attack,23,3,0,3,7,1087,1,True
2,0,0,1,590,10,503680,2019,Defender,19,,,,,,,False
1,0,0,1,587,12,503680,2020,Defender,20,-1,0,0,0,-3,2,False
0,0,0,2,394,7,503680,2021,Defender,21,-1,0,0,1,-193,-5,False
7,0,1,0,1955,32,503680,2022,Defender,22,7,0,1,-2,1561,25,False
1,0,0,1,974,20,503680,2023,Defender,23,-6,0,-1,1,-981,-12,True
0,0,0,1,189,5,557459,2021,Defender,21,,,,,,,False
7,0,1,2,3240,36,557459,2022,Defender,22,7,0,1,1,3051,31,False
2,0,1,0,1484,17,557459,2023,Defender,23,-5,0,0,-2,-1756,-19,True
1,0,3,2,981,13,808509,2022,Midfield,22,,,,,,,False
3,0,2,0,1291,21,808509,2023,Midfield,23,2,0,-1,-2,310,8,True
2,1,2,0,1940,22,469050,2021,Defender,21,,,,,,,False
2,1,0,0,1992,28,469050,2022,Defender,22,0,0,-2,0,52,6,False
2,0,2,1,1841,22,469050,2023,Defender,23,0,-1,2,1,-151,-6,True
0,0,0,1,450,5,649452,2019,Defender,19,,,,,,,False
7,0,0,3,1372,23,649452,2020,Defender,20,7,0,0,2,922,18,False
8,1,0,2,2260,31,649452,2021,Defender,21,1,1,0,-1,888,8,False
1,0,1,0,1126,26,649452,2022,Defender,22,-7,-1,1,-2,-1134,-5,False
4,0,0,1,1107,17,649452,2023,Defender,23,3,0,-1,1,-19,-9,True
0,0,2,0,186,3,470607,2021,Attack,21,,,,,,,False
7,0,8,3,2963,39,470607,2022,Attack,22,7,0,6,3,2777,36,False
2,0,3,4,1481,24,470607,2023,Attack,23,-5,0,-5,1,-1482,-15,True
0,0,0,0,349,9,423744,2019,Midfield,19,,,,,,,False
0,0,0,0,696,11,423744,2020,Midfield,20,0,0,0,0,347,2,False
2,0,0,3,2111,28,423744,2021,Midfield,21,2,0,0,3,1415,17,False
1,0,0,1,530,15,423744,2022,Midfield,22,-1,0,0,-2,-1581,-13,False
4,0,0,3,2244,32,423744,2023,Midfield,23,3,0,0,2,1714,17,True
0,0,0,0,148,5,626724,2019,Attack,21,,,,,,,False
1,0,4,1,1712,29,626724,2021,Attack,22,1,0,4,1,1564,24,False
4,0,19,2,2093,32,626724,2023,Attack,23,3,0,15,1,381,3,True
4,0,5,2,1019,24,473050,2021,Attack,21,,,,,,,False
3,0,1,3,1045,31,473050,2022,Attack,22,-1,0,-4,1,26,7,False
0,0,1,0,320,6,473050,2023,Attack,23,-3,0,0,-3,-725,-25,True
5,0,7,3,1158,23,658536,2021,Attack,20,,,,,,,False
3,1,11,12,2493,41,658536,2022,Attack,21,-2,1,4,9,1335,18,False
2,0,5,3,1495,23,658536,2023,Attack,22,-1,-1,-6,-9,-998,-18,True
0,0,0,0,92,2,611793,2021,Defender,20,,,,,,,False
3,0,0,0,1007,13,611793,2022,Defender,21,3,0,0,0,915,11,False
0,0,0,1,307,5,611793,2023,Defender,22,-3,0,0,1,-700,-8,True
0,0,0,0,232,4,568559,2020,Defender,20,,,,,,,False
2,0,0,0,1198,22,568559,2021,Defender,21,2,0,0,0,966,18,False
1,0,2,1,1942,25,568559,2023,Defender,22,-1,0,2,1,744,3,True
4,0,1,2,800,25,823231,2021,Attack,20,,,,,,,False
4,0,7,9,2798,37,823231,2022,Attack,21,0,0,6,7,1998,12,False
2,0,0,0,584,16,823231,2023,Attack,22,-2,0,-7,-9,-2214,-21,True
0,0,1,0,156,2,583189,2020,Attack,19,,,,,,,False
0,0,3,2,1559,29,583189,2021,Attack,20,0,0,2,2,1403,27,False
0,0,0,1,570,22,583189,2022,Attack,21,0,0,-3,-1,-989,-7,False
1,0,5,6,1697,25,583189,2023,Attack,22,1,0,5,5,1127,3,True
0,0,0,0,6,1,548470,2019,Defender,20,,,,,,,False
0,0,0,0,149,2,548470,2021,Defender,21,0,0,0,0,143,1,False
4,0,1,0,1626,20,548470,2023,Defender,22,4,0,1,0,1477,18,True
0,0,1,0,97,2,478573,2018,Midfield,17,,,,,,,False
1,0,3,1,722,12,478573,2019,Midfield,18,1,0,2,1,625,10,False
7,0,5,6,3946,47,478573,2020,Midfield,19,6,0,2,5,3224,35,False
6,0,3,6,3202,42,478573,2021,Midfield,20,-1,0,-2,0,-744,-5,False
1,0,1,1,938,33,478573,2022,Midfield,21,-5,0,-2,-5,-2264,-9,False
2,0,3,2,1411,29,478573,2023,Midfield,22,1,0,2,1,473,-4,True
5,0,1,1,2027,24,591949,2019,Defender,18,,,,,,,False
3,1,0,0,786,12,591949,2020,Defender,19,-2,1,-1,-1,-1241,-12,False
7,0,5,1,2834,36,591949,2021,Defender,20,4,-1,5,1,2048,24,False
7,0,0,1,1931,26,591949,2022,Defender,21,0,0,-5,0,-903,-10,False
5,0,0,0,812,11,591949,2023,Defender,22,-2,0,0,-1,-1119,-15,True
1,0,1,0,381,5,621993,2021,Defender,21,,,,,,,False
2,0,1,0,765,8,621993,2023,Defender,22,1,0,0,0,384,3,True
3,0,0,1,1876,21,1005649,2023,Defender,22,,,,,,,True
0,0,0,0,1530,17,565093,2022,Goalkeeper,21,,,,,,,False
1,0,0,0,1350,15,565093,2023,Goalkeeper,22,1,0,0,0,-180,-2,True
4,1,1,1,3256,36,659089,2020,Defender,19,,,,,,,False
5,0,0,1,1856,21,659089,2021,Defender,20,1,-1,-1,0,-1400,-15,False
5,1,0,0,2654,31,659089,2022,Defender,21,0,1,0,-1,798,10,False
4,0,0,0,2436,28,659089,2023,Defender,22,-1,-1,0,0,-218,-3,True
5,0,3,0,1593,22,568693,2020,Midfield,19,,,,,,,False
7,0,1,3,2127,33,568693,2021,Midfield,20,2,0,-2,3,534,11,False
2,0,0,1,467,14,568693,2022,Midfield,21,-5,0,-1,-2,-1660,-19,False
5,0,3,2,1300,21,568693,2023,Midfield,22,3,0,3,1,833,7,True
3,1,8,1,1378,33,466810,2019,Attack,18,,,,,,,False
1,0,5,4,596,10,466810,2020,Attack,19,-2,-1,-3,3,-782,-23,False
0,0,6,1,574,15,466810,2021,Attack,20,-1,0,1,-3,-22,5,False
4,0,10,4,1827,51,466810,2022,Attack,21,4,0,4,3,1253,36,False
1,0,4,1,700,19,466810,2023,Attack,22,-3,0,-6,-3,-1127,-32,True
0,0,0,0,42,2,567576,2020,Midfield,19,,,,,,,False
1,0,0,0,163,2,567576,2021,Midfield,20,1,0,0,0,121,0,False
0,0,0,1,458,23,567576,2022,Midfield,21,-1,0,0,1,295,21,False
0,0,0,1,452,12,567576,2023,Midfield,22,0,0,0,0,-6,-11,True
2,0,1,2,2415,31,503981,2021,Defender,20,,,,,,,False
0,0,0,0,26,2,503981,2022,Defender,21,-2,0,-1,-2,-2389,-29,False
1,0,0,1,1304,25,503981,2023,Defender,22,1,0,0,1,1278,23,True
3,0,1,2,409,18,504215,2019,Midfield,18,,,,,,,False
2,0,7,8,2698,46,504215,2020,Midfield,19,-1,0,6,6,2289,28,False
0,0,2,2,648,13,504215,2021,Midfield,20,-2,0,-5,-6,-2050,-33,False
2,0,7,4,1016,30,504215,2022,Midfield,21,2,0,5,2,368,17,False
1,0,0,0,390,16,504215,2023,Midfield,22,-1,0,-7,-4,-626,-14,True
1,0,0,0,255,7,556385,2020,Defender,19,,,,,,,False
4,0,5,3,2694,37,556385,2021,Defender,20,3,0,5,3,2439,30,False
5,0,3,4,2756,34,556385,2022,Defender,21,1,0,-2,1,62,-3,False
8,0,2,3,1948,23,556385,2023,Defender,22,3,0,-1,-1,-808,-11,True
1,0,1,3,1276,18,632349,2023,Defender,21,,,,,,,True
0,0,0,0,247,5,565822,2019,Midfield,17,,,,,,,False
0,0,0,0,31,1,565822,2020,Midfield,18,0,0,0,0,-216,-4,False
0,0,1,0,626,12,565822,2021,Midfield,19,0,0,1,0,595,11,False
3,0,5,2,2186,44,565822,2022,Midfield,20,3,0,4,2,1560,32,False
3,0,1,3,1561,32,565822,2023,Midfield,21,0,0,-4,1,-625,-12,True
2,0,1,5,555,9,624258,2023,Defender,21,,,,,,,True
4,0,2,4,797,13,855256,2023,Midfield,21,,,,,,,True
0,0,0,0,12,1,730861,2021,Defender,19,,,,,,,False
6,0,3,4,3343,41,730861,2022,Defender,20,6,0,3,4,3331,40,False
4,0,0,1,1499,22,730861,2023,Defender,21,-2,0,-3,-3,-1844,-19,True
3,1,0,2,472,19,973085,2022,Midfield,19,,,,,,,False
5,0,0,0,775,24,973085,2023,Midfield,20,2,-1,0,-2,303,5,True
0,0,0,1,201,3,660867,2021,Attack,18,,,,,,,False
1,0,4,2,908,23,660867,2022,Attack,19,1,0,4,1,707,20,False
1,0,0,2,69,2,660867,2023,Attack,20,0,0,-4,0,-839,-21,True
3,0,0,0,297,10,717411,2020,Midfield,17,,,,,,,False
0,0,0,0,144,8,717411,2021,Midfield,18,-3,0,0,0,-153,-2,False
1,0,1,0,86,2,717411,2022,Midfield,19,1,0,1,0,-58,-6,False
2,0,0,0,541,18,717411,2023,Midfield,20,1,0,-1,0,455,16,True
0,0,0,0,75,1,670858,2021,Defender,18,,,,,,,False
1,0,0,0,748,10,670858,2022,Defender,19,1,0,0,0,673,9,False
2,0,1,0,268,11,670858,2023,Defender,20,1,0,1,0,-480,1,True
0,0,1,2,178,5,648046,2021,Attack,18,,,,,,,False
1,0,9,2,1244,23,648046,2022,Attack,19,1,0,8,0,1066,18,False
2,0,6,2,1428,29,648046,2023,Attack,20,1,0,-3,0,184,6,True
1,0,0,0,135,2,864799,2021,Midfield,18,,,,,,,False
3,0,1,0,796,17,864799,2022,Midfield,19,2,0,1,0,661,15,False
1,0,0,0,72,2,864799,2023,Midfield,20,-2,0,-1,0,-724,-15,True
2,0,1,1,631,14,983989,2022,Midfield,19,,,,,,,False
6,0,3,1,1088,22,983989,2023,Midfield,20,4,0,2,0,457,8,True
0,0,0,0,1,1,867688,2022,Midfield,18,,,,,,,False
1,0,3,0,1217,17,867688,2023,Midfield,19,1,0,3,0,1216,16,True
0,0,0,0,27,2,726701,2022,Attack,18,,,,,,,False
0,0,0,0,1,1,726701,2023,Attack,19,0,0,0,0,-26,-1,True
0,0,0,0,16,1,719673,2021,Attack,17,,,,,,,False
0,0,0,0,44,4,719673,2022,Attack,18,0,0,0,0,28,3,False
0,0,0,0,247,5,719673,2023,Attack,19,0,0,0,0,203,1,True
0,0,0,0,14,1,922769,2022,Midfield,17,,,,,,,False
1,0,1,2,1436,20,922769,2023,Midfield,18,1,0,1,2,1422,19,True
